通常
	32864
		卡片种类: 怪兽|效果
		属性: 地
		种族: 战士
		效果类型: 怪兽破坏|特殊召唤
		攻击力: 2800
		防御力: 2600
		星级: 7
	3204467
		卡名: 索利德异虫
		密码: 3204467
		效果: 这张卡的守备力上升自己墓地存在的名字带有「异虫」的爬虫族怪兽数量×100的数值。这张卡被攻击，对方玩家受到战斗伤害的场合，那个伤害步骤结束时把对方场上存在的1张魔法或者陷阱卡破坏。
		OT: OCG|TCG
		同名卡: 
		字段: 异虫
		卡片种类: 怪兽|效果
		属性: 光
		种族: 爬虫
		效果类型: 魔陷破坏|攻守变化
		攻击力: 1000
		防御力: 1600
		星级: 4
	3233859
		卡名: 念力使用者
		密码: 3233859
		效果: 这个卡名的作为①的方法的特殊召唤1回合只能有1次，作为②的效果1回合只能使用1次。\r\n①：自己场上有「念力使用者」以外的3星怪兽存在的场合，这张卡可以从手卡守备表示特殊召唤。\r\n②：这张卡作为同调素材送去墓地的场合，以持有比用这张卡为同调素材的同调怪兽低的攻击力的场上1只怪兽为对象才能发动。那只怪兽破坏。
		OT: OCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果|调整
		属性: 地
		种族: 念动力
		效果类型: 怪兽破坏|特殊召唤
		攻击力: 600
		防御力: 0
		星级: 3
	3283679
		卡名: 进化虫·兔鳄
		密码: 3283679
		效果: 这张卡召唤成功时，可以从卡组把1只名字带有「进化龙」的怪兽送去墓地。此外，这张卡反转时，可以从卡组把1只名字带有「进化虫」的怪兽特殊召唤。
		OT: OCG|TCG
		同名卡: 
		字段: 进化虫
		卡片种类: 怪兽|效果
		属性: 炎
		种族: 爬虫
		效果类型: 送去墓地|特殊召唤
		攻击力: 1200
		防御力: 500
		星级: 3
	3300267
		卡名: 圣刻龙-舒龙
		密码: 3300267
		效果: 这张卡可以把自己场上1只名字带有「圣刻」的怪兽解放从手卡特殊召唤。1回合1次，可以把这张卡以外的自己的手卡·场上1只名字带有「圣刻」的怪兽解放，选择对方场上1张魔法·陷阱卡破坏。这张卡被解放时，从自己的手卡·卡组·墓地选1只龙族的通常怪兽，攻击力·守备力变成0特殊召唤。
		OT: OCG|TCG
		同名卡: 
		字段: 圣刻
		卡片种类: 怪兽|效果
		属性: 光
		种族: 龙
		效果类型: 魔陷破坏|特殊召唤|种族相关
		攻击力: 2200
		防御力: 1000
		星级: 6
	3370104
		卡名: 电子凤凰
		密码: 3370104
		效果: 只要这张卡在自己场上表侧攻击表示存在，以自己场上存在的1只机械族怪兽为对象的魔法·陷阱卡的效果无效。场上表侧表示存在的这张卡被战斗破坏送去墓地时，可以从自己的卡组抽1张卡。
		OT: OCG|TCG
		同名卡: 
		字段: 电子
		卡片种类: 怪兽|效果
		属性: 炎
		种族: 机械
		效果类型: 抽卡辅助|效果无效
		攻击力: 1200
		防御力: 1600
		星级: 4
	3381441
		卡名: 守墓的巫女
		密码: 3381441
		效果: 只要这张卡在场上表侧表示存在，场地变成「王家长眠之谷」。场地魔法卡表侧表示存在的场合，这个效果不适用。此外，只要这张卡在场上表侧表示存在，场上的名字带有「守墓」的怪兽的攻击力·守备力上升200。
		OT: OCG|TCG
		同名卡: 
		字段: 守墓
		卡片种类: 怪兽|效果
		属性: 暗
		种族: 魔法师
		效果类型: 攻守变化
		攻击力: 1000
		防御力: 1500
		星级: 3
	3395226
		卡名: 幻奏的音姬 天才之莫扎特
		密码: 3395226
		效果: 这张卡的效果发动的回合，自己不能把光属性以外的怪兽特殊召唤。\r\n①：1回合1次，自己主要阶段才能发动。从手卡把1只天使族·光属性怪兽特殊召唤。
		OT: OCG|TCG
		同名卡: 
		字段: 幻奏的音姬
		卡片种类: 怪兽|效果
		属性: 光
		种族: 天使
		效果类型: 特殊召唤
		攻击力: 2600
		防御力: 2000
		星级: 8
	3405259
		卡名: C-粉碎翼龙
		密码: 3405259
		效果: ①：1回合1次，可以从以下效果选择1个发动。\r\n●以自己场上1只机械族·光属性怪兽为对象，把这张卡当作装备卡使用给那只怪兽装备。装备怪兽被战斗·效果破坏的场合，作为代替把这张卡破坏。\r\n●装备的这张卡特殊召唤。\r\n②：装备怪兽不受其他的对方的陷阱卡的效果影响。\r\n③：这张卡从场上送去墓地的场合才能发动。从手卡把1只同盟怪兽特殊召唤。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果|同盟
		属性: 光
		种族: 机械
		效果类型: 特殊召唤|破坏耐性|效果耐性
		攻击力: 1200
		防御力: 2000
		星级: 4
	3422200
		卡名: 水晶机巧-柠晶龙
		密码: 3422200
		效果: 这个卡名的①②的效果1回合各能使用1次。\r\n①：这张卡在手卡·墓地存在的场合，从手卡把「水晶机巧-柠晶龙」以外的1张「水晶机巧」卡丢弃才能发动。这张卡守备表示特殊召唤。那之后，选自己场上1张卡破坏。\r\n②：场上的这张卡被战斗·效果破坏的场合才能发动。从卡组把1只「水晶机巧」怪兽守备表示特殊召唤。
		OT: OCG|TCG
		同名卡: 
		字段: 水晶机巧|非「机巧」
		卡片种类: 怪兽|效果
		属性: 水
		种族: 机械
		效果类型: 魔陷破坏|怪兽破坏|特殊召唤
		攻击力: 2000
		防御力: 1500
		星级: 5
	3428069
		卡名: 使破坏剑的高手-巴斯达·布雷达
		密码: 3428069
		效果: ①：这张卡的卡名只要在场上·墓地存在当作「巴斯达·布雷达」使用。\r\n②：对方场上的怪兽被战斗·效果破坏送去墓地的场合，以破坏的那1只怪兽为对象才能发动。那只怪兽当作装备卡使用给这张卡装备。\r\n③：1回合1次，把这张卡装备的1张怪兽卡送去墓地才能发动。和送去墓地的那张怪兽卡相同种族的对方场上的怪兽全部破坏。
		OT: OCG|TCG
		同名卡: 
		字段: 破坏剑|巴斯达·布雷达
		卡片种类: 怪兽|效果
		属性: 地
		种族: 战士
		效果类型: 怪兽破坏|控制权|种族相关
		攻击力: 2600
		防御力: 2300
		星级: 7
	3431737
		卡名: 爆裂兽
		密码: 3431737
		效果: 把这张卡从手卡丢弃去墓地发动。从自己卡组把1张「爆裂模式」加入手卡。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果
		属性: 地
		种族: 兽战士
		效果类型: 卡组检索
		攻击力: 1900
		防御力: 1200
		星级: 4
	3493978
		卡名: 首领龟
		密码: 3493978
		效果: 这张卡召唤·反转召唤成功时，可以从自己的手卡特殊召唤任意数量的「首领龟」上场。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果
		属性: 水
		种族: 爬虫
		效果类型: 特殊召唤
		攻击力: 1100
		防御力: 1200
		星级: 3
	3510565
		卡名: 隐形鸟
		密码: 3510565
		效果: 1回合1次，可以变成里侧守备表示。这张卡反转召唤成功时，给与对方基本分1000分的伤害。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果
		属性: 暗
		种族: 鸟兽
		效果类型: 表示形式|LP伤害
		攻击力: 700
		防御力: 1700
		星级: 3
	3534077
		卡名: 热血兽士 狼吠
		密码: 3534077
		效果: 「热血兽士 狼吠」的效果1回合只能使用1次。\r\n①：以自己墓地1只兽战士族·炎属性·4星怪兽为对象才能发动。那只怪兽守备表示特殊召唤。这个效果特殊召唤的怪兽的效果无效化。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果
		属性: 炎
		种族: 兽战士
		效果类型: 特殊召唤
		攻击力: 1600
		防御力: 1200
		星级: 4
	3536537
		卡名: 入魔妖龙 扎哈克
		密码: 3536537
		效果: ①：场上的表侧表示的这张卡被对方破坏送去墓地的场合，以场上1只特殊召唤的5星以上的怪兽为对象发动。那只5星以上的怪兽破坏。
		OT: OCG|TCG
		同名卡: 
		字段: 入魔
		卡片种类: 怪兽|效果
		属性: 暗
		种族: 龙
		效果类型: 怪兽破坏
		攻击力: 1850
		防御力: 850
		星级: 4
	3549275
		卡名: 骰子壶
		密码: 3549275
		效果: 反转：双方各自投掷1个骰子。投掷出来的数目比另一方低的玩家，受到（另一方投掷出的数目×500）的基本分的伤害。如果输给投掷出数目6的场合，输的玩家受到的是6000分的伤害。平局的场合再掷1次。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果|反转
		属性: 光
		种族: 岩石
		效果类型: LP伤害|幸运
		攻击力: 200
		防御力: 300
		星级: 3
	3560069
		卡名: 延迟天使
		密码: 3560069
		效果: 这个卡名的①②的效果1回合各能使用1次。\r\n①：这张卡因效果从自己墓地加入手卡的场合才能发动。这张卡从手卡特殊召唤。\r\n②：这张卡的①的效果特殊召唤的这张卡作为连接素材送去墓地的场合才能发动。自己从卡组抽1张。
		OT: OCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果
		属性: 光
		种族: 电子界
		效果类型: 抽卡辅助|特殊召唤
		攻击力: 0
		防御力: 0
		星级: 1
	3580032
		卡名: 传说的预言者 梅林
		密码: 3580032
		效果: 「传说的预言者 梅林」的①②③的效果1回合各能使用1次。\r\n①：把这张卡解放才能发动。从卡组把1只「圣骑士」怪兽特殊召唤。这个效果发动的回合，自己不是「圣骑士」怪兽不能特殊召唤。\r\n②：把墓地的这张卡除外才能发动。把1只「圣骑士」同调怪兽同调召唤。这个效果在对方回合也能发动。\r\n③：把墓地的这张卡除外才能发动。把1只「圣骑士」超量怪兽超量召唤。这个效果在对方回合也能发动。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果
		属性: 暗
		种族: 魔法师
		效果类型: 特殊召唤|同调相关|超量相关
		攻击力: 1400
		防御力: 500
		星级: 3
	3603242
		卡名: 碎纸机器人
		密码: 3603242
		效果: 从手卡把1只机械族怪兽送去墓地发动。送去墓地的怪兽的等级以下的对方场上表侧表示存在的1只怪兽破坏。这个效果1回合只能使用1次。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果
		属性: 地
		种族: 机械
		效果类型: 怪兽破坏
		攻击力: 1600
		防御力: 1000
		星级: 4
	3606728
		卡名: 我我我少女
		密码: 3606728
		效果: 选择自己场上1只「我我我魔术师」才能发动。这张卡变成和选择的怪兽相同等级。此外，只用包含有这张卡的名字带有「我我我」的怪兽为素材的超量怪兽得到以下效果。\r\n●这次超量召唤成功时，选择对方场上1只特殊召唤的怪兽才能发动。选择的怪兽的攻击力变成0。
		OT: OCG|TCG
		同名卡: 
		字段: 我我我
		卡片种类: 怪兽|效果
		属性: 暗
		种族: 魔法师
		效果类型: 攻守变化|超量相关
		攻击力: 1000
		防御力: 800
		星级: 3
	3643300
		卡名: 传说的渔人
		密码: 3643300
		效果: ①：只要这张卡在怪兽区域存在并在场上有「海」存在，这张卡不受魔法卡的效果影响。\r\n②：只要这张卡在怪兽区域存在并在场上有「海」存在，这张卡不会被作为攻击对象。（自己场上只有被这个效果适用的怪兽存在的状态中对方的攻击变成对自己的直接攻击。）
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果
		属性: 水
		种族: 战士
		效果类型: 效果耐性
		攻击力: 1850
		防御力: 1600
		星级: 5
	3648368
		卡名: 正义盟军 调查员
		密码: 3648368
		效果: 丢弃1张手卡发动。对方场上里侧守备表示存在的1只怪兽变成表侧攻击表示。这个时候，反转效果怪兽的效果不发动。这个效果1回合只能使用1次。
		OT: OCG|TCG
		同名卡: 
		字段: 正义盟军
		卡片种类: 怪兽|效果
		属性: 暗
		种族: 机械
		效果类型: 表示形式
		攻击力: 1400
		防御力: 100
		星级: 3
	3657444
		卡名: 电子多变龙
		密码: 3657444
		效果: 可以从以下效果选择1个发动。\r\n●这张卡成为对方怪兽的攻击对象时，可以把这张卡从游戏中除外自己从卡组抽1张卡，并把那个战斗阶段结束。\r\n●选择自己场上表侧表示存在的1只怪兽和这张卡从游戏中除外。从自己卡组抽2张卡。\r\n●选择自己1张手卡和这张卡从游戏中除外。把自己墓地1张卡在卡组最上面安置。
		OT: OCG|TCG
		同名卡: 
		字段: 电子
		卡片种类: 怪兽|效果
		属性: 光
		种族: 机械
		效果类型: 卡片除外|返回卡组|抽卡辅助|卡片回收
		攻击力: 0
		防御力: 0
		星级: 1
	3717252
		卡名: 影依兽
		密码: 3717252
		效果: 「影依兽」的①②的效果1回合只能有1次使用其中任意1个。\r\n①：这张卡反转的场合才能发动。自己从卡组抽2张。那之后，丢弃1张手卡。\r\n②：这张卡被效果送去墓地的场合才能发动。自己从卡组抽1张。
		OT: OCG|TCG
		同名卡: 
		字段: 影依
		卡片种类: 怪兽|效果|反转
		属性: 暗
		种族: 魔法师
		效果类型: 抽卡辅助
		攻击力: 2200
		防御力: 1700
		星级: 5
	3773196
		卡名: 异次元的侦察机
		密码: 3773196
		效果: 这张卡从游戏中除外的场合，那个回合的结束阶段时这张卡以表侧攻击表示特殊召唤到自己场上。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果
		属性: 暗
		种族: 机械
		效果类型: 卡片回收|特殊召唤
		攻击力: 800
		防御力: 1200
		星级: 2
	3775068
		卡名: 方界超帝 死雷之印陀罗
		密码: 3775068
		效果: 这张卡不能通常召唤。把自己场上3只「方界」怪兽送去墓地的场合才能特殊召唤。\r\n①：这个方法特殊召唤的这张卡的攻击力上升2400。\r\n②：这张卡从手卡的特殊召唤成功的场合发动。给与对方800伤害。\r\n③：这张卡被对方送去墓地的场合，以自己墓地最多3只「方界」怪兽为对象才能发动。那些怪兽特殊召唤。那之后，可以从自己的卡组·墓地选1张「方界」卡加入手卡。
		OT: OCG|TCG
		同名卡: 
		字段: 方界
		卡片种类: 怪兽|效果|特殊召唤
		属性: 光
		种族: 天使
		效果类型: 卡组检索|卡片回收|攻守变化|特殊召唤|LP伤害
		攻击力: 0
		防御力: 0
		星级: 4
	3784434
		卡名: 突击犀牛
		密码: 3784434
		效果: 这张卡1回合只有1次，可以移动到没有使用的相邻的怪兽卡区域。对这张卡的正对面存在的对方怪兽作出攻击的场合，伤害步骤内这张卡的攻击力上升500。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果
		属性: 地
		种族: 兽战士
		效果类型: 攻守变化
		攻击力: 1500
		防御力: 1500
		星级: 3
	3810071
		卡名: 武僧战士
		密码: 3810071
		效果: 这张卡进行战斗使控制者受到的战斗伤害为0。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果
		属性: 地
		种族: 岩石
		效果类型: 
		攻击力: 1300
		防御力: 1000
		星级: 3
	3825890
		卡名: 守墓的大神官
		密码: 3825890
