通常
	卡名: 第13人的埋葬者
	攻击力: 1300
	防御力: 500
	星级: 4

	卡名: 堕天使 苏泊比亚
	密码: 11260714
	描述: ①：这张卡从墓地的特殊召唤成功时，以「堕天使 苏泊比亚」以外的自己墓地1只天使族怪兽为对象才能发动。那只天使族怪兽特殊召唤。
	OT: OCG|TCG
	同名卡: 
	字段: 堕天使
	卡片种类: 怪兽|效果
	效果类型: 卡片回收|特殊召唤|种族相关
	属性: 暗
	种族: 天使
	攻击力: 2900
	防御力: 2400
	星级: 8

	卡名: 速攻扳手骑士
	密码: 11287364
	描述: 这张卡被同调怪兽的同调召唤使用送去墓地的场合，对方场上表侧表示存在的1只怪兽的攻击力下降500。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果|调整
	效果类型: 攻守变化
	属性: 地
	种族: 机械
	攻击力: 1000
	防御力: 800
	星级: 3

	卡名: 月光黑羊
	密码: 11317977
	描述: ①：可以把这张卡从手卡丢弃，从以下效果选择1个发动。
●选「月光黑羊」以外的自己墓地1只「月光」怪兽加入手卡。
●从卡组把1张「融合」加入手卡。
②：这张卡成为融合召唤的素材送去墓地的场合才能发动。选「月光黑羊」以外的1只自己的额外卡组的表侧表示的「月光」灵摆怪兽或者自己墓地的「月光」怪兽加入手卡。
	OT: OCG|TCG
	同名卡: 
	字段: 月光
	卡片种类: 怪兽|效果
	效果类型: 返回手卡|卡组检索|卡片回收|融合相关
	属性: 暗
	种族: 兽战士
	攻击力: 100
	防御力: 600
	星级: 2

	卡名: 电蛇
	密码: 11324436
	描述: 这张卡被对手的卡的效果从手卡丢弃去墓地时，从自己卡组抽2张卡。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果
	效果类型: 抽卡辅助
	属性: 光
	种族: 雷
	攻击力: 800
	防御力: 900
	星级: 3

	卡名: 暗黑神鸟 斯摩夫
	密码: 11366199
	描述: ①：从自己墓地把1只暗属性怪兽和1只风属性怪兽除外才能发动。这张卡从手卡特殊召唤。
②：这张卡在墓地存在的场合，从手卡把1只暗属性怪兽和1只风属性怪兽除外才能发动。这张卡从墓地特殊召唤。
③：只要这张卡在怪兽区域存在，这张卡的属性也当作「风」使用。
④：只要这张卡在怪兽区域存在，对方不能把卡盖放。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果
	效果类型: 卡片回收|特殊召唤|属性相关
	属性: 暗
	种族: 鸟兽
	攻击力: 2700
	防御力: 1000
	星级: 7

	卡名: 廷达魔三角之三位一体
	密码: 11375683
	描述: 这个卡名的③的效果1回合只能使用1次。
①：这张卡反转的场合才能发动。从卡组把1只「廷达魔三角之底边守卫者」特殊召唤。
②：只要反转过的这张卡在怪兽区域存在，自己的「廷达魔三角」怪兽不会被战斗破坏。
③：这张卡作为「廷达魔三角」连接怪兽的连接素材送去墓地的场合才能发动。从卡组把1张「热尔岗终焉」加入手卡，从卡组把1张魔法·陷阱卡送去墓地。
	OT: OCG|TCG
	同名卡: 
	字段: 廷达魔三角
	卡片种类: 怪兽|效果|反转
	效果类型: 卡组检索|特殊召唤|破坏耐性
	属性: 暗
	种族: 恶魔
	攻击力: 0
	防御力: 1500
	星级: 4

	卡名: 加农炮兵
	密码: 11384280
	描述: 每祭品1只自己场上存在的怪兽，对方受到500分的基本分伤害。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果
	效果类型: LP伤害
	属性: 暗
	种族: 机械
	攻击力: 1400
	防御力: 1300
	星级: 4

	卡名: 自然飞蝇
	密码: 11390349
	描述: 只要这张卡在自己场上表侧表示存在，对方场上表侧表示存在的怪兽的攻击力·守备力下降自己场上表侧表示存在的名字带有「自然」的怪兽数量×300的数值。1回合1次，可以把对方场上表侧表示存在的1只守备力是0的怪兽的控制权直到结束阶段时得到。
	OT: OCG|TCG
	同名卡: 
	字段: 自然
	卡片种类: 怪兽|效果
	效果类型: 控制权|攻守变化
	属性: 地
	种族: 昆虫
	攻击力: 800
	防御力: 1500
	星级: 3

	卡名: 月光苍猫
	密码: 11439455
	描述: 「月光苍猫」的①的效果1回合只能使用1次。
①：这张卡特殊召唤成功的场合，以「月光苍猫」以外的自己场上1只「月光」怪兽为对象才能发动。那只怪兽的攻击力直到回合结束时变成原本攻击力的2倍。
②：场上的这张卡被战斗·效果破坏的场合才能发动。从卡组把1只「月光」怪兽特殊召唤。
	OT: OCG|TCG
	同名卡: 
	字段: 月光
	卡片种类: 怪兽|效果
	效果类型: 攻守变化|特殊召唤
	属性: 暗
	种族: 兽战士
	攻击力: 1600
	防御力: 1200
	星级: 4

	卡名: 墓场看守者
	密码: 11448373
	描述: 当这张卡在场上以表侧表示存在时，被战斗破坏的怪兽不再被送去墓地，直接回到持有者卡组。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果
	效果类型: 返回卡组
	属性: 暗
	种族: 恶魔
	攻击力: 0
	防御力: 2000
	星级: 4

	卡名: 天魔神 恩莱兹
	密码: 11458071
	描述: 这张卡不能通常召唤。把自己墓地的3只光属性·天使族怪兽和1只暗属性·恶魔族怪兽从游戏中除外的场合才能特殊召唤。可以把场上表侧表示存在的1只怪兽从游戏中除外。这个效果发动的场合，这个回合这张卡不能攻击。这个效果1回合只能使用1次。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果|特殊召唤
	效果类型: 卡片除外
	属性: 光
	种族: 天使
	攻击力: 2400
	防御力: 1500
	星级: 8

	卡名: 电子化明星
	密码: 11460577
	描述: 这张卡直接攻击对方玩家的场合，伤害步骤内攻击力上升500。
	OT: OCG|TCG
	同名卡: 
	字段: 电子
	卡片种类: 怪兽|效果
	效果类型: 攻守变化|属性相关
	属性: 地
	种族: 战士
	攻击力: 1200
	防御力: 1600
	星级: 4

	卡名: 古遗物-勇士盾
	密码: 11475049
	描述: 这张卡可以当作魔法卡使用从手卡到魔法与陷阱卡区域盖放。魔法与陷阱卡区域盖放的这张卡在对方回合被破坏送去墓地时，这张卡特殊召唤。对方回合中这张卡特殊召唤成功的场合，这个回合对方不能把自己场上的名字带有「古遗物」的怪兽作为攻击对象。
	OT: OCG|TCG
	同名卡: 
	字段: 古遗物
	卡片种类: 怪兽|效果
	效果类型: 攻击限制|特殊召唤
	属性: 光
	种族: 天使
	攻击力: 1500
	防御力: 2200
	星级: 5

	卡名: 变异先导者
	密码: 11508758
	描述: ①：对方场上有怪兽2只以上存在的场合，这张卡的攻击宣言时，以对方场上1只表侧攻击表示怪兽为对象才能发动。那1只对方的表侧攻击表示怪兽的控制权直到战斗阶段结束时得到。作为对象的怪兽在这个回合不能直接攻击，在可以攻击的场合，选1只对方怪兽作为攻击对象进行伤害计算。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果
	效果类型: 控制权
	属性: 暗
	种族: 魔法师
	攻击力: 0
	防御力: 2500
	星级: 6

	卡名: 迷犬 小栗子
	密码: 11548522
	描述: 当这张卡被送去墓地时，将这张卡回到卡组。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果
	效果类型: 返回卡组
	属性: 光
	种族: 兽
	攻击力: 100
	防御力: 100
	星级: 1

	卡名: 黑羽-漆黑之艾尔芬
	密码: 11613567
	描述: 自己场上有名字带有「黑羽」的怪兽表侧表示存在的场合，这张卡可以不用解放作召唤。这张卡召唤成功时，可以把对方场上存在的1只怪兽的表示形式改变。
	OT: OCG|TCG
	同名卡: 
	字段: 黑羽
	卡片种类: 怪兽|效果
	效果类型: 表示形式
	属性: 暗
	种族: 鸟兽
	攻击力: 2200
	防御力: 1200
	星级: 6

	卡名: 双生天使
	密码: 11662742
	描述: ①：天使族·光属性怪兽上级召唤的场合，这张卡可以作为2只的数量解放。
②：这张卡不会被战斗破坏。
③：自己因战斗·效果受到伤害的场合发动。场上的表侧表示的这张卡破坏。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果
	效果类型: 种族相关|属性相关|破坏耐性
	属性: 光
	种族: 天使
	攻击力: 1700
	防御力: 0
	星级: 4

	卡名: 守护灵 爱琳
	密码: 11678191
	描述: 1个回合1次，在自己的主要阶段可以当作装备卡使用装备在自己的「不屈斗士 磊磊」上、或者可以解除装备状态表侧攻击表示特殊召唤。只在这个效果当作装备卡使用时，装备怪兽的表示形式1回合可以改变1次。（1只怪兽最多只能装备1张同盟。装备怪兽被战斗破坏的场合，这张卡代替破坏）
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果|同盟
	效果类型: 表示形式|破坏耐性
	属性: 光
	种族: 天使
	攻击力: 0
	防御力: 0
	星级: 1

	卡名: 森罗的叶心棒 叶片
	密码: 11682713
	描述: ①：这张卡战斗破坏对方怪兽送去墓地时才能发动。自己卡组最上面的卡翻开，那张卡是植物族怪兽的场合，那只怪兽送去墓地。不是的场合，那张卡回到卡组最下面。
②：卡组的这张卡被效果翻开送去墓地的场合才能发动。墓地的这张卡加入手卡。
	OT: OCG|TCG
	同名卡: 
	字段: 森罗
	卡片种类: 怪兽|效果
	效果类型: 返回手卡|卡片回收
	属性: 地
	种族: 植物
	攻击力: 1900
	防御力: 700
	星级: 4

	卡名: 连爆魔人
	密码: 11685347
	描述: 有魔法·陷阱卡连锁的场合，给与对方基本分500分伤害。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果
	效果类型: LP伤害
	属性: 炎
	种族: 恶魔
	攻击力: 1000
	防御力: 300
	星级: 3

	卡名: 泽克斯异虫
	密码: 11722335
	描述: 这张卡召唤成功时，可以从自己卡组把1只名字带有「异虫」的爬虫族怪兽送去墓地。自己场上有「亚冈异虫」表侧表示存在的场合，这张卡不会被战斗破坏。
	OT: OCG|TCG
	同名卡: 
	字段: 异虫
	卡片种类: 怪兽|效果
	效果类型: 送去墓地|种族相关|破坏耐性
	属性: 光
	种族: 爬虫
	攻击力: 1800
	防御力: 1000
	星级: 4

	卡名: 同盟骑手
	密码: 11743119
	描述: 得到对方场上1张处于怪兽状态的同盟怪兽的控制权，装备在这张卡身上。这张卡至多只能以这种方式装备1只同盟怪兽。装备在这张卡身上的同盟怪兽不能以自身效果回复成怪兽状态。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果
	效果类型: 控制权
	属性: 风
	种族: 机械
	攻击力: 1000
	防御力: 1000
	星级: 2

	卡名: 孢子
	密码: 11747708
	描述: 这张卡在墓地存在的场合，把这张卡以外的自己墓地存在的1只植物族怪兽从游戏中除外发动。这张卡从墓地特殊召唤，这张卡的等级上升因把这个效果发动而除外的怪兽的等级数值。「孢子」的效果在决斗中只能使用1次。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果|调整
	效果类型: 卡片回收|特殊召唤
	属性: 风
	种族: 植物
	攻击力: 400
	防御力: 800
	星级: 1

	卡名: 言语道断侍
	密码: 11760174
	描述: 支付800基本分。到本回合结束阶段为止，所有的魔法·陷阱卡都不能发动。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果
	效果类型: 
	属性: 风
	种族: 战士
	攻击力: 200
	防御力: 300
	星级: 1

	卡名: 垃圾收集员
	密码: 11801343
	描述: 这个卡名的效果1回合只能使用1次。
①：以这张卡以外的自己场上1只电子界族怪兽为对象才能发动。那只怪兽回到持有者手卡，和回到手卡的怪兽相同等级而卡名不同的1只电子界族怪兽从卡组特殊召唤。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果
	效果类型: 返回手卡|特殊召唤
	属性: 风
	种族: 电子界
	攻击力: 100
	防御力: 1900
	星级: 2

	卡名: 椿姬 提泰妮娅
	密码: 11819616
	描述: 把自己场上表侧表示存在的1只植物族怪兽解放发动，场上存在的卡为对象的魔法·陷阱·效果怪兽的发动无效并破坏。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果
	效果类型: 魔陷破坏|怪兽破坏|种族相关|效果无效
	属性: 风
	种族: 植物
	攻击力: 2800
	防御力: 2600
	星级: 8

	卡名: 熔岩炮击手
	密码: 11834972
	描述: 这张卡召唤成功时，自己墓地有「熔岩炮击手」以外的名字带有「熔岩」的怪兽存在的场合，从自己卡组上面把最多5张卡送去墓地才能发动。这张卡的攻击力上升因为这个效果发动而送去墓地的名字带有「熔岩」的怪兽数量×200的数值。
	OT: OCG|TCG
	同名卡: 
	字段: 熔岩
	卡片种类: 怪兽|效果
	效果类型: 攻守变化
	属性: 炎
	种族: 战士
	攻击力: 1200
	防御力: 800
	星级: 4

	卡名: 排球小爱神
	密码: 11851647
	描述: 这个卡名的①②的效果1回合各能使用1次。
①：从自己卡组上面把最多3张卡送去墓地才能发动。这张卡的等级直到回合结束时上升因为这个效果发动而送去墓地的卡数量的数值。
②：场上的这张卡被对方破坏送去墓地的场合发动。自己回复1500基本分。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果
	效果类型: 攻守变化|LP回复
	属性: 光
	种族: 天使
	攻击力: 600
	防御力: 600
	星级: 1

	卡名: 魔偶甜点·玛德莲魔女
	密码: 11868731
	描述: 这张卡被对方破坏送去墓地时，这张卡回到卡组。这张卡召唤·反转召唤成功时，可以从卡组把1只名字带有「魔偶甜点」的怪兽加入手卡。
	OT: OCG|TCG
	同名卡: 
	字段: 魔偶甜点
	卡片种类: 怪兽|效果
	效果类型: 返回卡组|卡组检索
	属性: 地
	种族: 魔法师
	攻击力: 1400
	防御力: 1200
	星级: 4

	卡名: 飞牙鲨
	密码: 11954712
	描述: 这张卡向守备表示怪兽攻击时，若攻击力超过那个守备力，给与对方基本分那个数值的战斗伤害。这张卡给与对方基本分战斗伤害的战斗阶段结束时，这张卡直到下次的自己的准备阶段时从游戏中除外。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果
	效果类型: 卡片除外|穿刺伤害
	属性: 风
	种族: 鱼
	攻击力: 1600
	防御力: 300
	星级: 3

	卡名: 武神器-真经津
	密码: 11958188
	描述: ①：自己场上的「武神」怪兽被和对方怪兽的战斗破坏送去自己墓地时，把这张卡从手卡送去墓地才能发动。那只对方怪兽破坏。
	OT: OCG|TCG
	同名卡: 
	字段: 武神
	卡片种类: 怪兽|效果
	效果类型: 怪兽破坏
	属性: 光
	种族: 鸟兽
	攻击力: 1600
	防御力: 900
	星级: 4

	卡名: 发条犬
	密码: 12076263
	描述: 自己的主要阶段时才能发动。直到结束阶段时这张卡的等级上升2星，攻击力上升600。这个效果只在这张卡在场上表侧表示存在能使用1次。
	OT: OCG|TCG
	同名卡: 
	字段: 发条
	卡片种类: 怪兽|效果
	效果类型: 攻守变化
	属性: 地
	种族: 兽
	攻击力: 1200
	防御力: 900
	星级: 3

	卡名: 三角三
	密码: 12079734
	描述: 这张卡战斗破坏对方怪兽的场合，从下面效果选择1个发动。
●选择自己墓地存在的1只可以装备的同盟怪兽给这张卡装备。
●选择自己场上表侧表示存在的1只机械族·光属性怪兽回到卡组，从自己卡组抽1张卡。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果
	效果类型: 返回卡组|抽卡辅助|种族相关|属性相关
	属性: 光
	种族: 机械
	攻击力: 1200
	防御力: 1000
	星级: 4

	卡名: 刚鬼 熊抱熊精
	密码: 12097275
	描述: 这个卡名的①②的效果1回合各能使用1次。
①：这张卡召唤或者用「刚鬼」卡的效果特殊召唤成功的场合，以对方场上1只表侧表示怪兽为对象才能发动。那只怪兽的攻击力直到回合结束时变成原本攻击力的一半。
